gene_id,symbol,entrezid,gene_biotype,Biological Group,,,,,,,,,,,,,,,,,,,,
,,,,LT-HSC,,,LSK,,,PROG,,,CMP,,,GMP,,,MEP,,,LIN,,
ENSMUSG00000000838,Fmr1,14265,protein_coding,34.000036,27.0889157,133.929601,88.2562,42.999954,36.999949,14.9999979,148.391526,271.988188,10,36.0000542,17.99995,2.9999953,25,175.000016,5.9999975,42.000019,126.999922,113.429898,147.094409,220.73094
ENSMUSG00000000861,Bcl11a,14025,protein_coding,222.09668,89.5376,530.7508,929.6831,481.4491,397.0311,35.13106,218.7235,574.45744,71.74082,148.95465,190.1529,13.58884,23.52432,112.056,78.87702,326.843,687.8172,285.10657,234.45046,302.34284
ENSMUSG00000000869,Il4,16189,protein_coding,14,5,30.00003,1,1,2,0,3,4,0,0,2,0,2,0,0,0,5,1,0,0
ENSMUSG00000000876,Pxmp4,59038,protein_coding,30.1533,35.1185,56.9899,53.307,42.759,23.652,7.76776,44.3175,66.5977,10.5172,46.0317,21.7833,7.76816,21.038,215.223,16.8134,48.6616,43.3389,44.2685,25.1598,50.2011
ENSMUSG00000000881,Dlg3,53310,protein_coding,14.00004,4,72,37,22,23,2,4,27,2,7,19,0,1,0,9,10,40.99999,8,9,22
ENSMUSG00000000884,Gnb1l,13972,protein_coding,35.89392094,68.66764,17.3282288,40.79640066,103.05971,140.3686,17.24832959,29.77204,64.62860532,16.7058523,30.00744,66.821273,13.0343,31.835095,171,55.38962714,115.26961,154.13798,11.99999,27.99999,18
ENSMUSG00000000889,Dbh,13166,protein_coding,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0
ENSMUSG00000000901,Mmp11,,protein_coding,1.38347,2,3.69013,4.67E-07,2.253142,7.45328,0,0,3.77654,0,0,0,0,0,0,0.53449,2.27904,6.65324,3.1526631,1.66369,6.005882
ENSMUSG00000000902,Smarcb1,20587,protein_coding,394.61614,637.9398543,574.646981,708.67346,1122.9529,1007.94328,143.18481,363.7666,722.5259,232.38652,492.50854,669.31329,269.91612,469.05535,16.68133,198.22012,967.70375,813.0297,374.2526,367.4601,356.4375
ENSMUSG00000000903,Vpreb3,22364,protein_coding,180,39,185,232,126,105,20,21,149,9,6,17,0,3,8,621,526.99992,882,907,317.00026,1318
ENSMUSG00000000915,Hip1r,29816,protein_coding,0,0,1,0,0,0,0,1.03369,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000000916,Nsun5,100609,protein_coding,73.66175,14.346,324.7825,252.31248,24.24378011,15.62806,29.4564,131.44166,620.01081,31.22246,2.0638516,5.3271,1.93844,17.42441,0,4.43E-07,32.72806,171.51859,181.30845,215.492,265.40961
ENSMUSG00000000934,Top1mt,72960,protein_coding,38,44,43,53,61,104,14,29,44,15,25,70,23,35,0,14,48,94,7,5,7
ENSMUSG00000000938,Hoxa10,15395,protein_coding,17,4,34,67.00001,52,31,0,0,1.999995,1,2,2,0,0,0,0,0,3,1,0,0
ENSMUSG00000000942,Hoxa4,15401,protein_coding,0,2,10,2,0,4,1,1,5,1,2,3,0,0,0,0,1,7,0,1,2
ENSMUSG00000000948,Snrpn,,protein_coding,1,61.4454,9.53194,98.268,70.0426,2.55416,2.31628,76.5577,133.181,2.74679,59.116,2.0166,0,85.8557,0,1.07964,105.538,1.02732,66.33,34.6954,50.285
ENSMUSG00000000957,Mmp14,17387,protein_coding,46.3842,6.16542,29.2517,3.1102,5.21577,10,7.0036,20.3057,67.4808,3.00195,0,10.2762,0,0,0,44,65.5975,166,21.9285,5.08424,21.0508
ENSMUSG00000000958,Slc7a7,20540,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66444,0,0,0,0,37.7145,0,0
ENSMUSG00000000959,Oxa1l,69089,protein_coding,270.557,233.937,384.768,422.296,358.458,439.095,67.3189,179.418,382.871,94,163.251,284.942,85.9712,111,806,117.77,276.46,545.499,118.223,169.855,196.837
ENSMUSG00000000976,Heatr6,217026,protein_coding,173.1846,273.43301,254.2139,493.80867,435.79796,262.1034,95.5691,533.97707,576.8701,62.4405,183.78792,237.05647,57.0707,141.21138,453.3613,41.1199,158.92168,189.07039,446.6348,478.95001,533.7151
ENSMUSG00000000982,Ccl3,20302,protein_coding,63,8,80,71,60,47,21,120,124,0,3,1,0,1,0,1,4,6,32,12,30
ENSMUSG00000000983,Wfdc18,14038,protein_coding,0,0,0,1.10193,9.06222,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2.08416
ENSMUSG00000001014,Icam4,78369,protein_coding,42.4239,57.4007,69.0344,35.6845,48.3212,61.541,12.4186,42.3785,59.1936,37.8295,46.557,112.405,0,7.53134,0,128.26,543.129,340.523,0,18.2798,16.6866
ENSMUSG00000001016,Ilf2,67781,protein_coding,330.847,442.971,395.485,376.953,810.327,386.711,99.9767,221.303,379.385,52.6456,281.359,286.96,131.992,446.177,71.9256,117.807,754.782,720.262,80.3291,179.681,178.791
ENSMUSG00000001017,Chtop,66511,protein_coding,1.51369,1.85466,35.8712,32.99114766,3.0226,18.8475,5.75326,31.8676,35.1896,2.81881,9.10824,16.68809,2.6217,7.59663,0,0,23.2762,38.7637,15.1863,45.9479,46.8923
ENSMUSG00000001018,Snapin,20615,protein_coding,110.1357,174.9092,127.4338,205.11373,337.79892,142.9768,19.12535,93.92279,178.2423,18.21138,62.878138,80.5063,29.1895,66.4566,1,11.14659,153.76325,123.220544,105.2726586,113.7572,95.4196
ENSMUSG00000001020,S100a4,20198,protein_coding,905.00039,414,446.99966,72.99998,66,84.00001,24.99999,67,125,157,227,151.00044,6,9,369,11,35,163,1258.00021,2186.00103,1642
ENSMUSG00000001021,S100a3,20197,protein_coding,0,0,0,0,5,0,0,4,2,0,0,0,0,0,0,0,0,3,2.88145,5,12
ENSMUSG00000001023,S100a5,20199,protein_coding,5,0,13,3,4,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000001025,S100a6,20200,protein_coding,1010.99,551.857,536.628,244.487,204.513,304.925,291.907,1195.62,356.038,349.076,600.186,488.329,28.5677,44.6437,83.0544,34.5629,89.5825,168.94,2618.81,3543.37,3833.35
ENSMUSG00000001027,Scn4a,110880,protein_coding,1,3,1,1,0,1,2,1,1,3,2,2,0,0,0,1,1,19,8,0,6
ENSMUSG00000001029,Icam2,15896,protein_coding,15.95494,38.05371,10.21927,5.36526,58.84252,24.40251977,13.39879,7.77876,0,4.05554,18.33457,35.11465,18.62272,32.84725,0,2.30775,14.50556,3.01442,0,3,0
ENSMUSG00000001034,Mapk7,23939,protein_coding,17.0701002,3.670090036,7.56E-07,0,10.22012065,56.7872,7.12E-08,12.22570242,4.815980014,2.00E-06,9.94E-08,48.65230002,1.683550611,4.79E-08,2,1.61511002,4.810010346,1.28E-07,1.08E-06,8.820440354,2.280560024
ENSMUSG00000001036,Epn2,13855,protein_coding,0,0.999983,0,1.99998,0,0,0,3.08366,1.99998,1,0,0,0,3.99984,0,0,0,0,1.99986,4.99981,9.99991
ENSMUSG00000001039,B9d1,27078,protein_coding,22.00000101,6,26.00002,23.00001,28,12.0000358,1,6,17,0,7.000001,5,0,3,0,13,24.00002,33.99999395,12,1,5
ENSMUSG00000001052,Sec24b,99683,protein_coding,35.97554,11.5648,65.4888,14.50361,22.1046,40.5077,18.302762,15.43497,9.71874,10.364773,3.06099,54.650227,6.773746,4.316946,1,4.79119,2.092182,40.0467,2,4,20.3371
ENSMUSG00000001053,N4bp3,212706,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001054,Rmnd5b,66089,protein_coding,222.99994,413.00042,308,356.00017,470.00031,359.99959,100.00001,347.14267,422.99998,53.99996,143.99948,201.99965,64.99999704,101.0000037,421.164,70.00003,378.99964,372.00012,340,433.0004,512.99966
ENSMUSG00000001056,Nhp2,52530,protein_coding,1585.9982,7048.001,2029.998,2801.998,7531.004,3138.996,1219.999,1485.854,2330.996,2889.0048,4911.004,2727.9993,3693.9966,5697.998,2770.84,4844.997,14117.97,5287,290,434,513.9997
ENSMUSG00000001062,Vps9d1,72325,protein_coding,105.3218639,75.00004,217.1244104,143.7391173,103.4435096,82.74502,26.06323,157.2856,235.4624101,7.480404185,42.18104683,49.3374,3,38.93607,17,6.000002184,41.84752,49.61318568,193.9620002,254.6683199,347.0120694
ENSMUSG00000001065,Zfp276,57247,protein_coding,30.31314,9.54146,34.49383882,67.30033,25.74048,13.0009,30.43244,63.40246,73.34310275,3.494150229,11.59314,1.771439,6.46368,0.335413,7.18E-06,4.36E-05,21.61044276,47.3338,36.58613232,136.156,68.4152
ENSMUSG00000001076,C1ql4,239659,protein_coding,0,0,4,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,5,2
ENSMUSG00000001082,Mfsd10,,protein_coding,733.4053,1522.56951,794.809,487.88799,829.20788,641.2316,269.4305,552.90705,1055.408415,214.0742,507.094064,600.5112387,510.25437,611.54003,954.0002,110.43147,476.2300065,292.32523,177.333249,285.99359,257.22624
ENSMUSG00000001089,Luzp1,,protein_coding,62.00003,23.00001,78.000006,137.00001,131,160.0001,13.999995,11,43.000035,21,49.00006,96.99998,9.000003,5.9999932,34.00002,10,19.99998174,76.99999,17,39,35.99996
ENSMUSG00000001095,Slc13a2,20500,protein_coding,3,1,9,2,0,0,0,0,0,0,0,2,0,6,0,0,0,0,5,3,0
ENSMUSG00000001098,Kctd10,330171,protein_coding,0,0,0,1.02958,0,0,0,0,0,0,1.39944,1.37279,0,1.56562,0,0,1.96381,4.0757,0,0,5
ENSMUSG00000001100,Poldip2,67811,protein_coding,20.084,549.43092,233.424,254.27274,180.833,9.13463,17.192,918.2702,1129.23,10.4623,166.44236,6.76075,23.20425,523.638,151.9549,15.9946,281.64208,7.9411,274.356,246.941,330.214
ENSMUSG00000001103,Sebox,18292,protein_coding,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
ENSMUSG00000001105,Ift20,55978,protein_coding,373.0017,531.3572,621.342,405.16,512.54416,539.6461,140.5123,270.5254,532.35511,140.34365,272.3751,354.7144,149.79322,274.42652,414.753,188.91446,520.8745,808.5888,197.25582,284.7632,272.5418
ENSMUSG00000001119,Col6a1,12833,protein_coding,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,8
ENSMUSG00000001120,Pcbp3,59093,protein_coding,28.99998601,28.21917,56,63.08745,8.60943,67.14918002,4,1,36,8,28.31828,33.19998,3.999995,4,0,4.12448,40.67251,39.51231,11.99995315,5.999994921,5.999998556
ENSMUSG00000001123,Lgals9,16859,protein_coding,1439.0049,3933.001,2413.997,3555.002,9052,3261.99644,499,1671.99939,3166.9998,918.99972,2884.0048,2460.0014,857.00028,2440.9971,1246,2157.9987,18966.977,4573.00256,1566,1941,2738.0013
ENSMUSG00000001127,Araf,11836,protein_coding,82.78858,60.58488,144.61618,332.87044,113.86438,74.53952,22.88473,207.34448,316.36184,13.85128,69.53451,86.16434,13.1901,35.2387,117.65954,2.64515,75.1541,104.81632,269.09091,132.1169,208.9179
ENSMUSG00000001128,Cfp,18636,protein_coding,526.00029,1825.99624,474.9999,281,753,610.00005,375.0004,1119.9973,974.0005,607.00022,1895.99846,1557.9982,478,1110,1360,34,267,182,1553.0002,2207.0008,3299.9999
ENSMUSG00000001131,Timp1,21857,protein_coding,0,0,1,2,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,1,2
ENSMUSG00000001134,Uxt,22294,protein_coding,244.00009,362.00031,382.99969,139.99997,307.99982,288.99997,63.00006,199.99978,352.08655,80.9006692,198.00003,174.00001,85.9999779,253.99973,339.9023,137,451.99939,729.89053,114.53824,160.99959,162.99976
ENSMUSG00000001138,Cnnm3,94218,protein_coding,1.98E-08,0,1.73E-07,0,31.8454,3.0000001,1,3.48E-07,3.04405,2.60E-07,2,5.27E-07,3.13E-06,0,0,0,0,4.84E-08,1.000000125,1.000000028,2
ENSMUSG00000001143,Lman2l,214895,protein_coding,54.01460368,553.6026,242.5275,615.9608,478.79328,60.09422531,56.77941,707.2127,900.18793,26.09698,310.02134,68.59452,13.043576,347.904,48.5774,3.80453,444.94311,98.15937,489.1104,366.09462,397.6644
ENSMUSG00000001150,Mcm3ap,54387,protein_coding,99.5317,104.159,176.424,102.137,111.977,120.78,33.4893,101.927,115.08,15.238,48.8553,87.6448,29.2012,48.8074,1.12102,23.7797,96.3511,156.657,36.2634,40.1526,79.739
ENSMUSG00000001151,Pcnt,18541,protein_coding,0.000616989,92.7015,0.907502,171.596,151.185,0.00428301,78.9554,0.0292724,0.0261434,0,88.9238,0.000131393,32.1121,26.0374,0,5.34E-07,88.9802,265.6,49.6571,0,0.00255097
ENSMUSG00000001155,Ftcd,14317,protein_coding,0,1.00402,0,0,0,0,0,1.35885,0,0,3.73073,0,0,0,0,0,0,3.73552,1.999996,0,2.61658
ENSMUSG00000001156,Mxd1,17119,protein_coding,301.91,193,288,136,81,86,115,947,383,2,14,15,2,24,79,15,42,64,2335,2908.99,3300.61
ENSMUSG00000001157,Gmcl1,23885,protein_coding,5.94728,0,8.26289,12.5023,0,2.90364,0,8.9715,10.13743,0,5.39012,0,0,0,5.83027,0,0,2,10,1,8.00089
ENSMUSG00000001158,Snrnp27,66618,protein_coding,12.10957,16.2661,5.16661,8.37479,9.93696,8.23887,2.70404,11.44753,5.06526,6.45325,8.60069,6.86893,9.66471,0,435.301,0,24.9248,0,0,0,12.034
ENSMUSG00000001166,Oas1c,114643,protein_coding,35,21,48,47,22,28,2,21,35,3,3,6,0,0,0,7.000002,29,79,33.99997,61.00002,40.00003
ENSMUSG00000001168,Oas1h,246729,protein_coding,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001173,Ocrl,320634,protein_coding,70.73016,103.4854,242.68768,160.7779,91.3289,49.1564,19.5203,124.0082,211.4376,22,42.63917,48.74633,5,47.83486,3.43978,4.83952,51.5222,98.08166,65.32033,45.43089,57.15562
ENSMUSG00000001175,Calm1,12313,protein_coding,3783.31,4756.11213,2031.623,2373.42,4875.54,3316.22,3743.29,4172.22,2302.593,4462.13,4711.46,4047.73,2987.32,3392.7978,2466.39,1745.69834,3975.87,1893.046,1306.9,2131.61,2188.843
ENSMUSG00000001211,Agpat3,,protein_coding,64.5224,23.776,91.221,58.64,49.2372,52.14809,4.999997,10.41883,46.95216,1,9,24.71987,2,3,0,55.886948,101.6647659,161.52688,12.95132,18.69654,23.71829
ENSMUSG00000001225,Slc26a3,13487,protein_coding,3.77985,3.11862,17.7658,18.823002,5.03465,2.38545,1,9.00501,11.5474,1.00907,2.79218,10.52439,1.00122,0,0,0,5.2306,4.376753064,31.192,11.415671,12.4454
ENSMUSG00000001227,Sema6b,,protein_coding,0,0,0,0,8,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
ENSMUSG00000001228,Uhrf1,,protein_coding,422.54847,1062.065139,703.00046,1310.99962,1763.936943,857.986,283.0001391,1171.00306,2193.0008,349.00015,1323.00343,855.98977,349.9997,807.00028,1837.0047,480.1783278,1678.15902,1076.99546,577.0001,548.0005,886
ENSMUSG00000001229,Dpp9,224897,protein_coding,190,244,275,216,256,174,59,275,571,60,164,182,68,132,620,43,157,162,225,295,261
ENSMUSG00000001240,Ramp2,54409,protein_coding,1.999999,0,29.7041,17.00002122,14,4.0312328,0,0,1,4.000004,1,4.47253,0,0,0,0,1,6,0,2,0
ENSMUSG00000001247,Lsr,54135,protein_coding,6.67293,0,0,4.37254,0,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ENSMUSG00000001248,Gramd1a,52857,protein_coding,29.4816,41.10575,88.63048,158.25481,213.96933,67.24259,18.67948,37.97501,9.98007,12.17423,22.1575,36.8507,12.7845,13.1661,0,3.03259,46.449288,25.3115,0,0,28.8205
ENSMUSG00000001249,Hpn,15451,protein_coding,0.114539484,19,0.750130185,5.14005,1.634342984,10.58601476,2.705607939,13.56692,55.25320958,0.000172667,4.619901342,2.449820521,0,2.999999,1.39E-06,19.53576,17.90429,54.11473,8.558115989,3.303036296,9.441780575
ENSMUSG00000001260,Gabrg1,14405,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001270,Ckb,12709,protein_coding,224.465,76.2287,106.727,40,34,35,6,6,31,54,45,110,12,7,1,5,31,35,56,59,134
ENSMUSG00000001280,Sp1,20683,protein_coding,142,92,322.984,256.99951,205,144,20,242.96046,401,22.999977,67,74,11,29,6,27,58,323.00026,252,211,382
ENSMUSG00000001281,Itgb7,16421,protein_coding,592,356.99995,548,259,421,471,109,105,246,413,984,1123,27,35,0,63,437,317,276,369,534
ENSMUSG00000001285,Myg1,60315,protein_coding,317.27997,577.27074,541.42688,427.17149,799.20118,663.90762,113.133366,246.99982,453.99989,134.50401,348.3732,474.93967,162.7631,321.637,630.89875,197.24239,881.79153,559.1065,132.0001,228.00027,225.7068
ENSMUSG00000001288,Rarg,19411,protein_coding,0,0,0,1,1.06993,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ENSMUSG00000001289,Pfdn5,56612,protein_coding,1087.82951,1130.39678,1072.5082,1070.3575,1384.80358,1309.09138,245.99978,662.96384,1099.94058,544.7296,862.62654,808.020607,357.438793,642.742375,1590.804,497.99971,870.3398906,1552.6522,612.99992,1201.99981,1041.9212
ENSMUSG00000001300,Efnb2,13642,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001305,Rrp15,67223,protein_coding,156.00135,273.5348,198.00098,247.3575,356.4577,385,57,102.1041,236.6466,93.00407,170.8117,285,118,150.922,183,119,580.5186,488.00505,36.44632,47.8117,58.0978
ENSMUSG00000001313,Rnd2,11858,protein_coding,25.99997,24.00001,47,23,11,13,0,9,19,4,7,18,2,8.05812,0,3,1,7,2,7,6
ENSMUSG00000001323,Srr,,protein_coding,19.5551,27.3649,43.73972,57.94478,45.00677,16.21045573,4.02669,32.62539,56.4646,0,12.19337,15.347058,3.644817,20.12759,18.3322,0,29.23387143,21.8151,32.47341,36.4845,35.0785
ENSMUSG00000001333,Sync,68828,protein_coding,0,0,0,0,0,0,0,0,2.41575,0,0,0,0,0,0,0,0,3.05956,0,0,0
ENSMUSG00000001334,Fndc5,384061,protein_coding,1.01482,4.28362,5.21391,22.3403,9.36552,0,2.0535,23.789,15.3094,0,4.30619,4.02364,0,2.42211,17.6808,3.03533,9.48031,1.00194,22.5877,32.3182,11.9567
ENSMUSG00000001348,Acp5,,protein_coding,258.759,19.9454,218.4482,16.9922,21.9669,24.963,5.29E-08,16.6344,20.5277,9.96249,11.9876,0,0,0.00099525,0,108.5298,466.8026,195.9178,119.141,97.938,1.62E-06
ENSMUSG00000001349,Cnn1,12797,protein_coding,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,2,0,0,0
ENSMUSG00000001366,Fbxo9,71538,protein_coding,31.0171,25.1029,63.643,9.89727,6.45206,29.393,10.20434,19.76471,38.4687,3.74894,9.26173,16.70012,0,9.6795,0,8.86404,15.08097,54.8001,13.75641,8.95208,20.71486
ENSMUSG00000001376,Ccdc132,73288,protein_coding,30.11328,33.27899,135.90299,117.7426,57.73536,49.97694,5.060685,75.95608,122.9258,15.85857,35.2181,29.99575,5,25.8042,292.54786,11,38.53261,108.272,89.483,64.17951,64.6644
ENSMUSG00000001380,Hars,15115,protein_coding,222,473.947,360,399,601,371,96.8991,313,614,103.987,358,357,155.978,318.822,45,440,2263.82,1354,127,180,249
ENSMUSG00000001383,Zmat2,66492,protein_coding,400,445.412,967.164,555.741,563.404,639,111,372.472,1014.16,178.474,333.044,400,109.305,220.558,403.53,196.415,597.287,1179,428.904,529.464,608.433
ENSMUSG00000001403,Ube2c,68612,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23043,0,3.45738,2.06603,0,0
ENSMUSG00000001415,Smg5,229512,protein_coding,36.10269,43.7936,36.6039,177.1955,52.6393,21.1994,9.07647,184.3395,284.579,6.81299,54.5067,11.5033,8.51892,30.35021,5.1307,5.54968,74.0456,37.7519,177.4394,111.8606,183.7075
ENSMUSG00000001416,Cct3,12462,protein_coding,955.98238,1048.3028,1562.86566,1686.27218,1964.340384,1474.01056,302.20722,658.14164,1804.72365,607.736,1450.10888,1029.03511,434.275,519.3798,1260,946.36586,1673.69415,3247.91089,280.72002,329.5527,456.93024
ENSMUSG00000001418,Glmp,56700,protein_coding,515.26301,796.502644,632.7092182,485.1262,785.6816525,611.653332,144.096767,533.696,662.9395,120.8293452,322.888233,597.33006,223.43975,434.6075808,862.4792,86.097051,442.0926,330.63133,410.4045,497.0395,546.37886
ENSMUSG00000001419,Mef2d,17261,protein_coding,17.46435,11.9329,1.16432,9.07986,9.15698,11.6687,8.89448,12.170355,80.04363,6.35061,2.11906,4.74461,3.505824,0,0,8.02801,8.90533,4.50153,8.534472,20.64353,7.25775
ENSMUSG00000001420,Tmem79,,protein_coding,2,13.28331572,0,4.02586405,7,3,2.42026884,2.0209,3,0,2.05658891,4,3.1337631,0,0,0,4,7.16617692,0,1,1
ENSMUSG00000001424,Snd1,56463,protein_coding,7.19775,34.20542,13.41762,66.85598,34.13791,9.06305,1.05071,38.23994,72.6476,3.03314,35.35268,1.05043355,3.261370039,45.81567,3.96542,1.06629,61.9539,12.45396,37.03345,20.99413,26.26992
ENSMUSG00000001435,Col18a1,12822,protein_coding,0,6.25472,5.03728,12.8369,5.03758,0,2,13.2553,12.2762,1,5.08893,1.00284,0,1.00187,0,0,7.0406,3.08992,12.3739,11.2564,11.2609
ENSMUSG00000001436,Slc19a1,,protein_coding,130.0000002,201.00015,186.0000011,161.0057,273.9996867,239.99975,53.00000009,92.99996112,281.00028,40.99995236,112.00003,172.99972,87.00003,107.01262,5,116,456.02287,423.9997408,29.00467019,28.00000006,36
ENSMUSG00000001440,Kpnb1,16211,protein_coding,587,612,986,1069,972,819,226,715,1389,227,677,643,157.00044,325,934,209,735,1594.00452,276,421,644
ENSMUSG00000001441,Npepps,19155,protein_coding,136.026962,221.2454,389.8344,461.2776,216.37012,113.17605,118.21534,796.95347,1111.50125,29.56041,190.77816,110.38723,50.11058,117.18488,404.8244,38.293545,213.64839,239.8889,1045.23145,1037.40755,965.13218
ENSMUSG00000001444,Tbx21,57765,protein_coding,19,3,6,3,3,3,2,2,9,0,4,2,0,0,0,1,23,37,6,8,2
ENSMUSG00000001445,Mrpl10,107732,protein_coding,185.483,335.953,231.36,233.79,380.994,207.531,49.1923,168.404,348.073,47.1981,205.59,187.387,83.3906,220.068,598.02,40.3754,377.396,274.248,140.534,163.959,182.484
ENSMUSG00000001467,Cyp51,13121,protein_coding,51.8721,48,56.136,90.8636,96,75,12.999981,32.5541,59.7416,17.3257,49.1156,53.2458,7.76894,19.8227,0,12,44,122.691,71.1302,66.3161,40.6597
ENSMUSG00000001472,Tcf25,66855,protein_coding,677.447,483.285,967.536,705.107,819.559,611.603,198.4414,720.325,1072.718,219.033,359.467,321.704,139.42,233.4087,1165.976,214.4784,529.722,956.394,555.531,799.322,632.548
ENSMUSG00000001473,Tubb6,67951,protein_coding,129,199.565,113.877,96,82.0023,61,29,37,72,24,77,75,32,216,216.033,4,26,10,24,36,19
ENSMUSG00000001482,Def8,,protein_coding,370.06019,530.06603,954.8901001,902.18461,703.24559,764.00348,130,427.87652,859.3432,145.0000002,257.53384,361.21843,138.0000001,270.38106,559.31403,186,533.0105,676.16164,243.89588,421.58108,328
ENSMUSG00000001493,Meox1,17285,protein_coding,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ENSMUSG00000001494,Sost,74499,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ENSMUSG00000001496,Nkx2-1,,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34713,0,0,0,0,0,0
ENSMUSG00000001497,Pax9,,protein_coding,0,0,4.739370103,49.61870003,9.086790241,0,1.462320011,26.62190113,51.74860002,1.514740293,5.263130041,2.611900283,2,1.06464,27.44620015,0,9.062600017,16.03730015,39.08630086,16.15750012,28.60640001
ENSMUSG00000001504,Irx2,16372,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001506,Col1a1,12842,protein_coding,10,5.000005,8,11,2,0,2,10,4,0,2,2,0,0,72,0,3,0,41,15,53
ENSMUSG00000001507,Itga3,16400,protein_coding,3.000000501,2.000000105,1.000000449,4.000000101,4.000002166,5.00000212,0,2.000001562,1.000000016,0,0,0.999999717,0,0,1,0,0,0,0,0,0
ENSMUSG00000001508,Sgca,20391,protein_coding,0.505001,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ENSMUSG00000001510,Dlx3,13393,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000001517,Foxm1,14235,protein_coding,1,0,0,0,0,0,1.06544,0,1,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000001518,Itfg2,101142,protein_coding,18.0692,0,10.3548,12.3245,5.23357,4.10338,6,8.4719,17.3877,1,1.08433,1.04712,0,2,0,1,4.32398,10.85718,7.36564,15.2999,12
ENSMUSG00000001520,Nrip2,60345,protein_coding,0,31.3653,18.5426,126.61969,56.4411,8.1084,4.53054,74.2331,119.492,7.48844,71.7349,4.37759,0,65.4612,0,18.6692,108.098,11.03645,39.79701,27.8461,36.707
ENSMUSG00000001521,Tulp3,22158,protein_coding,20.8051,163.182,56.4011,248.212,147.944,15.71191,5.27877,180.785,314.826,13.67037,165.126,3.49229,2.94964,227.228,41.8844,29.3939,412.226,26.6714,113.2795,79.915,100.2359
ENSMUSG00000001524,Gtf2h4,,protein_coding,105.09698,106.5636,221.1849,86.40489,18.38788,157.77028,13.0572,44.16437,119.80922,41,38.6682,140.63899,6.818118,41.04304,133.327441,70.9452,6.16461,221.40291,16.16028,20.20597,54.91961
ENSMUSG00000001525,Tubb5,22154,protein_coding,8598.92552,27836.8,13961.1,28380.4,55497.58915,23832.50523,6474.99,14831.87204,22564.11147,11151.8,34166.7,13526.98422,7640.99,24130.7,19732.3,8125.99,38337.3277,15676,3357.66469,3658.29923,7171.8746
ENSMUSG00000001542,Ell2,192657,protein_coding,26.7654,10.4386,48.4331,46.3568,12.0603,10.1852,9,28.2368,89.1126,4,6.80692,5,1.09246,2,0,23,85.9953,163.743,47.8927,85.771,97.9223
ENSMUSG00000001552,Jup,16480,protein_coding,6.52249,12.208526,6.56849,31.42282,10.56004,15.64641,1.505167,27.7386,47.52771,8.64086,7.81847,3.29112,3.358389,7.40164,4.07486,0,9.510296,10.62739,94.35294,70.96815,73.8643
ENSMUSG00000001555,Fkbp10,14230,protein_coding,0,0,16.000003,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4
ENSMUSG00000001558,Klhl10,66720,protein_coding,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,2,0,2,0,0
ENSMUSG00000001566,Mnx1,15285,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001569,Nom1,433864,protein_coding,4.05486,7.70193,0,0,0.700415,6.19314,0.541529,2.36309,0,0.635939,0,4.87595,3.01547,0,0,0,4.27684,12.5209,0,0,0
